codtipovia,codvia,codviacatastro,nomoficial,traducnooficial
PL,81662,11057,MANUEL BROSETA I PONT (CATEDRATIC I JURISTA),MANUEL BROSETA I PONT (IL�LUSTRE CATEDRATIC)
C/,81665,11077,HORT DEL FARINER,HORT DEL FARINER
C/,81667,11084,RAFAEL MOLL� RODRIGO (DOCTOR),RAFAEL MOLLA RODRIGO (DOCTOR)
C/,81668,11082,LLEBEIG,LLEBEIG
PL,81669,11098,NICOL�S FERRER I JULVE (RECTOR),NICOLAS FERRER I JULVE (RECTOR)
PL,81670,11061,JES�S MAROTO I GONZ�LEZ (FALLER),JESUS MAROTO I GONZALEZ (FALLER)
C/,81674,11140,EP CMNO PUNTA AL MAR 73 (FRENTE),EP CMNO PUNTA AL MAR 73 (FRENTE)
C/,81676,11125,PASCUAL TATAY SANJULI�N (REVEREND),PASCUAL TATAY SANJULIAN (REVEREND)
C/,81679,11117,PERE DELMONTE I HURTADO (POETA),PERE DELMONTE I HURTADO (POETA)
PL,81681,11123,JOSE M� GIMENEZ FAYOS (HISTORIADOR I PUBLICISTA),JOSE M GIMENEZ FAYOS(HISTORIADOR I PUBLIC)
C/,81683,11118,FERNANDO DICENTA DE VERA (ACAD�MIC),FERNANDO DICENTA DE VERA (ACADEMIC)
LLOC,81690,0,PONT DE FUSTA,PUENTE DE MADERA
LLOC,81699,0,PONT DE MONTOLIVET,PUENTE DE MONTEOLIVETE
C/,81701,11076,AMADOR MART�NEZ ROCHINA (POETA),AMADOR MARTINEZ ROCHINA (POETA)
PL,81702,11139,ASENSIO MAGRANER P�REZ (M�SIC),ASENSIO MAGRANER PEREZ (MUSIC)
C/,81717,11255,VICENTA RODRIGO ARCE (MESTRA),null
C/,81720,0,EP SERPIS 58,null
PL,81727,0,EP ISLA FORMENTERA 16 (PARALELA),EP ISLA FORMENTERA 16 (PARALELA)
C/,81728,11192,XAVIER CASP (POETA),XAVIER CASP (POETA)
C/,81731,11114,FERNANDO MORAIS DE LA HORRA (METGE),FERNANDO MORAIS DE LA HORRA (METGE)
PL,81732,11173,JOSEP MELIA I CASTELLO (POETA),null
C/,81739,3623,BLAS G�MEZ ORTIZ (SUBINSPECTOR DE LA POLIC�A NACIONAL),BLAS G�MEZ ORTIZ
CAMI,81741,11175,VICENTE TORMO ALFONSO (CARDI�LEG),VICENTE TORMO ALFONSO (CARDIOLEG)
C/,81751,11217,EP GRABADOR JORD�N 1,EP GRABADOR JORDAN 1
C/,81752,11220,SU�SSA,SU�SSA
C/,81753,11221,MORERES,null
C/,81755,11223,BARRAQUES DEL FIGUERO,null
PL,81756,11253,VICENT ANDRES ESTELLES (POETA),null
C/,81757,11214,REMIGIO SOLER TOM�S (PINTOR),REMIGIO SOLER TOMAS (PINTOR)
C/,81760,11224,LLAURADORS,null
C/,81761,11252,CASAS IB��EZ,CASAS IBA�EZ
C/,81764,11187,ANTONI REIG I VENTURA (ROVELLET),ANTONI REIG I VENTURA (ROVELLET)
C/,81768,0,EP SECTOR LA TORRE A,EP SECTOR LA TORRE A
C/,81775,0,EP SALVADOR SALOM (PARALELA),EP SALVADOR SALOM (PARALELA)
C/,81776,11219,EP JARACO (PARALELA),null
C/,81777,11190,JESUS MARTINEZ GUERRICABEITIA (COL.LECCIONISTA),null
C/,81779,0,EP GUITARRISTA TARREGA (PALELA),EP GUITARRISTA TARREGA (PARALELA)
C/,81780,11158,JACINTA GIL RONCALES (PINTORA),JACINTA GIL RONCALES (PINTORA)
C/,81782,11160,JUAN GIL ALBERT (ESCRIPTOR),JUAN GIL ALBERT (ESCRIPTOR)
C/,81789,11165,PEREGRIN CASANOVA (DOCTOR EN MEDICINA),PEREGRIN CASANOVA (DOCTOR EN MEDICINA)
C/,81791,11167,ALBERTO GARC�A ESTEVE (ADVOCAT),ALBERTO GARCIA ESTEVE (ADVOCAT)
C/,81792,11168,AMALIO GIMENO (DOCTOR EN MEDICINA),AMALIO GIMENO (DOCTOR EN MEDICINA)
C/,81793,0,EP MONCAYO (PARALELA),EP MONCAYO (PARALELA)
C/,81797,11257,CREU ROJA,null
C/,81798,11185,DEG� RAMON ARNAU,DEGA RAMON ARNAU
C/,81800,11179,JUAN ALFONSO GIL ALBORS,JUAN ALFONSO GIL ALBORS (DRAMATURG)
AV,81801,11250,JOSE ROCA COLL (PIANISTA),null
C/,81806,0,EP SECTOR LA TORRE F,EP SECTOR LA TORRE F
C/,81808,0,EP ARCHIDUQUE CARLOS 111,null
C/,10,1,ABADIA DEL ROSARI,ABADIA DEL ROSARIO
PL,10050,302,BENEYTO I COLL,BENEYTO Y COLL
C/,10110,304,BENIATJAR,BENIATJAR
C/,10260,309,BENICOLET,BENICOLET
C/,10440,314,BENIFL�,BENIFLA
C/,10620,320,BENIMUSLEM,BENIMUSLEM
C/,10650,321,BENIOPA,BENIOPA
C/,10740,324,BENISSA,BENISA
C/,10770,325,BENISSODA,BENISODA
C/,1080,29,ALARCON,ALARC�N CARRER DE'
C/,10860,2471,BERGANT�,BERGANTIN
C/,10950,330,BERNARDO PRIETO,BERNARDO PRIETO
C/,11010,2486,BERNAT DESCOLL,BERNAT DESCOLL
C/,11070,333,B�RNIA,BERNIA
C/,11100,335,B�TERA,BETERA
C/,11490,345,BOCAIRENT,BOCAIRENTE
C/,11580,2488,BOLBAIT,BOLBAITE
C/,11610,348,BOSSERIA,BOLSERIA
C/,11730,352,BONREP�S,BONREPOS
C/,120,5,ABAT,ABATE
C/,12000,2489,BORRIOL,BORRIOL
C/,12090,2490,BOTAVARA,BOTAVARA
C/,12180,364,BRASIL,BRASIL
C/,1230,34,ALBARRAS�,ALBARRACIN
C/,12300,3270,SARRI�N,SARRION
C/,12360,371,BUEN RETIRO,BUEN RETIRO
C/,12390,370,BUENOS AIRES,BUENOS AIRES
C/,12480,373,BURGOS,BURGOS
C/,12510,374,BURGUERINS,BURGUERINS
AV,12540,375,BURJASSOT,BURJASOT
C/,12600,377,BORRIANA,BURRIANA
C/,12660,379,CAVALLERS,CABALLEROS
C/,12780,383,CAP JUB�,CABO JUBI
C/,12870,3102,CABRESTANT,CABRESTANTE
C/,12930,388,CADIRERS,CADIRERS
ENTD,13020,391,CAL�,CALA
C/,13200,396,CALATRAVA,CALATRAVA
C/,13230,397,CALDERERS,CALDEREROS
C/,13260,398,CALDER�N DE LA BARCA,CALDERON DE LA BARCA
C/,13320,400,CALP,CALPE
C/,13440,2283,CALLOSA D'EN SARRIA,CALLOSA D'ENSARRI�
C/,13500,404,CAMAR�N,CAMARON
C/,13530,405,CANVIS,CAMBIOS
C/,13680,3246,METGE VICENT TORRENT,MEDICO VICENTE TORRENT
C/,1380,39,ALBOC�SSER,ALBOCACER
C/,13800,414,CAMPOAMOR,CAMPOAMOR
C/,13950,419,CANALEJAS,CANALEJAS
C/,14040,421,CANALS,CANALS
PL,1410,40,ALBORAIG,ALBORACHE
C/,14130,423,CANONGE ALCOVER,CANONIGO ALCOVER
C/,14190,425,CANONGE ROCAFULL,CANONIGO ROCAFULL
PL,14250,426,C�NOVAS DEL CASTILLO,CANOVAS DEL CASTILLO
PG,14280,427,CANTA-RANES,CANTARRANAS
C/,14370,2497,CANONER,CA�ONERO
C/,14470,1407,MOLINELL,MOLINELL
C/,14490,432,CAPITULAR DE GANDIA,CAPITULAR DE GANDIA
C/,14550,2405,CARAVEL�LA,CARABELA
C/,14820,442,CARDONA,CARDONA
C/,14910,445,CARLES,CARLES
C/,15000,2422,CARLES CORTINA,CARLOS CORTINA
C/,15030,447,CARLES ROS,CARLOS ROS
C/,15090,448,CARMEL VICENT,CARMELO VICENT
PL,15120,449,CARME,CARMEN
C/,15130,2367,CARME CRESPO,CARMEN CRESPO
C/,15180,451,CARNISSERIA,CARNICERIA
AV,15270,454,PALMARET,PALMARET
C/,15360,460,CARTAGENA,CARTAGENA
C/,15510,459,CARR�COLA,CARRICOLA
C/,1560,45,ALBUFERA,ALBUFERA
ENTD,15840,472,CASA DELS COLOMINS,CASA ELS COLOMINS
C/,1590,46,ALBUIXECH,null
C/,1680,2269,ALCALDE ALBORS,ALCALDE ALBORS
C/,17280,520,CASTELLVINS,CASTELLVINS
C/,1740,50,ALC�NTERA DEL X�QUER,ALCANTARA DEL JUCAR
C/,17400,524,CASTELL DE CORBERA,CASTILLO DE CORBERA
C/,17430,525,CASTELL DE CULLERA,CASTILLO DE CULLERA
PL,17460,2812,CASTELL D'�NGUERA,CASTILLO DE ENGUERA
PL,17490,526,CASTELL DE X�RICA,CASTILLO DE JERICA
C/,17520,527,CATADAU,CATADAU
ENTD,17580,529,CATALANS,CATALANS
AV,17610,530,CATALUNYA,CATALU�A
C/,1770,2375,ALCANY�S,ALCA�IZ
C/,17730,534,CAUDIEL,CAUDIEL
PL,17760,3207,AJUNTAMENT,AYUNTAMIENTO
C/,17790,536,CAVANILLES,CAVANILLES
C/,17820,537,CAVITE,CAVITE
C/,17940,2579,HISTORIADORA SYLVIA ROMEU,HISTORIADORA SYLVIA ROMEU
C/,18030,3204,MESTRA PILAR HERN�NDEZ,MAESTRA PILAR HERNANDEZ
C/,18240,546,CERD�,CERDA
C/,18270,548,CERD� I RICO,CERDA Y RICO
C/,18300,547,CERDAN DE TALLADA,CERDAN DE TALLADA
C/,18330,550,CERVANTES,CERVANTES
C/,18480,554,CIEZA,CIEZA
C/,18510,555,CIRAT,CIRAT
C/,18540,556,CIRIL AMOR�S,CIRILO AMOROS
C/,18570,557,CISCAR,CISCAR
PL,18600,558,CISNEROS,CISNEROS
C/,18630,559,CIUTAT,CIUDAD
C/,18660,3297,REP�BLICA DE ROMANIA,REPUBLICA DE RUMANIA
PG,18750,561,CIUTADELLA,CIUDADELA
C/,1890,54,ALCUBLES,ALCUBLAS
C/,18900,565,CLOT,CLOT
C/,19050,570,COCENTAINA,COCENTAINA
C/,1920,55,ALCUDIA ,ALCUDIA
PL,19230,576,COL�LEGI DEL PATRIARCA,COLEGIO DEL PATRIARCA
ENTD,19290,0,COLERO (VALLADAR 55),COLERO -EN CMNO VALLADAR 55-
C/,19320,578,COLOMER,COLOMER
PL,19380,580,COL�NIA ESPANYOLA DE M�XIC,COLONIA ESPA�OLA MEJICO
C/,19410,581,COLUMBRETES,COLUMBRETES
C/,19530,585,COM�DIES,COMEDIAS
PL,19560,586,COMPANYIA,COMPA�IA
C/,19710,589,CONCEPCI� ARENAL,CONCEPCION ARENAL
C/,19740,590,CONC�RDIA,CONCORDIA
C/,1980,56,ALDAIA,ALDAYA
C/,27150,796,GORDO,EN GORDO
C/,19830,592,COMTE D'ALAQU�S,CONDE DE ALACUAS
C/,19860,593,COMTE D'ALMENARA,CONDE DE ALMENARA
C/,19890,594,COMTE D'ALMOD�VAR,CONDE DE ALMODOVAR
PL,19950,596,COMTE DE BUNYOL,CONDE DE BU�OL
PL,19980,597,COMTE DE CARLET,CONDE DE CARLET
C/,20100,601,COMTE D'OLIVA,CONDE DE OLIVA
C/,20130,602,COMTE D'OLOCAU,CONDE DE OLOCAU
PL,20160,603,COMTE DE PESTAGUA,CONDE DE PESTAGUA
C/,20220,605,COMTE DE SALVATIERRA,CONDE DE SALVATIERRA
C/,20370,610,CONQUESTA,CONQUISTA
C/,20400,611,CONSERVA,CONSERVA
C/,20610,618,CONVENT DE LA PURITAT,CONVENTO DE LA PURIDAD
C/,2070,59,ALEIXANDRE VI,ALEJANDRO VI
C/,210,7,ABEN AL-ABBAR,ABEN AL ABBAR
C/,21030,629,CORRETGERIA,CORREGERIA
PL,21060,631,CORREU VELL,CORREO VIEJO
C/,21090,630,CORREUS,CORREOS
C/,21210,638,COTES,COTES
PL,21240,639,COVADONGA,COVADONGA
C/,21270,640,COVARRUBIAS,COVARRUBIAS
C/,21480,648,CRIST DEL GRAU,CRISTO DEL GRAO
C/,21540,650,CRIST DEL REFUGI,CRISTO DEL REFUGIO
C/,2160,60,ALEMANY,ALEMANY
C/,21600,2494,CRONISTA ALMELA I VIVES,CRONISTA ALMELA Y VIVES
C/,21660,652,CRONISTA RIVELLES,CRONISTA RIVELLES
C/,21720,2495,CREUER,CRUCERO
C/,21750,654,CRU�LLES,CRUILLES
PL,21810,657,CREU DEL CANYAMELAR,CRUZ DEL CA�AMELAR
C/,21840,658,CREU NOVA,CRUZ NUEVA
C/,21870,659,QUARTELL,CUARTELL
C/,22080,665,COVA SANTA,CUEVA SANTA
C/,22170,668,COVES PEDRERETA,CUEVAS PEDRERETA
C/,22230,2470,MOSS�N AGUILAR,CURA AGUILAR
C/,22290,672,MOSS�N FEMENIA,CURA FEMENIA
C/,22500,679,XELVA,CHELVA
C/,22620,682,XILXES,CHILCHES
C/,22650,683,XILE,CHILE
C/,22740,685,XIVA,CHIVA
PL,22770,2445,CHOPIN,CHOPIN
C/,22800,686,XULILLA,CHULILLA
C/,22920,690,DAMES,DAMAS
C/,22950,691,DAMI� FORMENT,DAMIAN FORMENT
C/,23040,2496,DAO�Z I VELARDE,DAOIZ Y VELARDE
C/,23070,3233,AMISTAT,null
C/,2310,64,ALFARA DE LA BARONIA,ALFARA DE ALGIMIA
C/,23100,694,DAROCA,DAROCA
C/,23160,696,DEVESA,DEHESA
C/,23220,697,JUST�CIA,JUSTICIA
C/,23250,2468,ARGENTERS,null
C/,23340,2459,FERRERS,null
C/,23370,2466,FOGAINERS,null
C/,2340,65,ALFARB,ALFARP
C/,23460,2467,HOSTALERS,null
C/,23580,2456,SEDERS,null
C/,23640,2460,VELLUTERS,null
C/,2370,66,ALFARRAS�,ALFARRASI
C/,23700,699,DRETS,DERECHOS
C/,23880,705,ALEJANDRA SOLER (MESTRA),ALEJANDRA SOLER (MAESTRA)
C/,23970,707,DOCTOR BUEN,DOCTOR BUEN
C/,240,8,ABEN AMIR,ABEN AMIR
AV,2400,3161,CAMPANAR,CAMPANAR
PL,24000,2333,DOCTOR COLLADO,DOCTOR COLLADO
C/,24060,709,DOCTOR CHIARRI,DOCTOR CHIARRI
C/,24090,2499,DOCTOR DOMAGK,DOCTOR DOMAGK
C/,24150,711,DOCTOR FERRAN,DOCTOR FERRAN
C/,24180,712,DOCTOR FLEMING,DOCTOR FLEMING
C/,24270,715,DOCTOR JAUME SEGARRA,DOCTOR JAIME SEGARRA
C/,2430,67,ALFONSO DE C�RDOBA,ALFONSO DE CORDOBA
C/,24360,718,DOCTOR LLUCH,DOCTOR LLUCH
C/,24540,722,DOCTOR MOLINER,DOCTOR MOLINER
C/,24630,724,DOCTOR NAVARRO GIL,DOCTOR NAVARRO GIL
C/,24660,2474,DOCTOR NICASI BENLLOCH,DOCTOR NICASIO BENLLOCH
C/,24690,725,DOCTOR OL�RIZ,DOCTOR OLORIZ
C/,24750,727,DOCTOR RODR�GUEZ FORN�S,DOCTOR RODRIGUEZ FORNOS
C/,24810,729,DOCTOR ROYO VILANOVA,DOCTOR ROYO VILANOVA
C/,24870,731,DOCTOR SANCHIS SIVERA,DOCTOR SANCHIS SIVERA
C/,24930,733,DOCTOR SEMPERE,DOCTOR SEMPERE
C/,24990,735,DOCTOR SERRANO,DOCTOR SERRANO
C/,25050,737,DOCTOR SUMSI,DOCTOR SUMSI
C/,25170,739,DOCTOR VICENT ZARAGOZ�,DOCTOR VICENTE ZARAGOZA
PL,25290,742,DOCTOR XIMENO,DOCTOR XIMENO
C/,25530,749,JOAN D'�USTRIA,DON JUAN DE AUSTRIA
AV,25680,3088,PORT,PUERTO
C/,25710,752,DONOSO CORT�S,DONOSO CORTES
C/,2580,2376,ALG�MIA D'ALFARA,ALGIMIA DE ALFARA
C/,25830,2413,DRAGAMINES,DRAGAMINAS
C/,25890,758,DUC,DUQUE
C/,25920,759,DUC DE CAL�BRIA,DUQUE DE CALABRIA
C/,25980,761,DUC DE MANDAS,DUQUE DE MANDAS
C/,2610,2704,ALGINET,ALGINET
C/,26100,764,EDISON,EDISON
C/,26130,765,EDITOR CABRERIZO,EDITOR CABRERIZO
C/,26160,2430,EDITOR MANUEL AGUILAR,EDITOR MANUEL AGUILAR
C/,26220,767,EDUARD DATO,EDUARDO DATO
C/,26340,2573,�LBER,ALAMO
C/,26400,771,CALLAO,CALLAO
AV,26460,2416,EQUADOR,ECUADOR
PL,26490,774,GRECO,GRECO
PL,26670,780,SO�ADOR,SO�ADOR
C/,2670,72,ALACANT,ALICANTE
C/,26970,788,BLANCH,EN BLANCH
C/,27360,808,EN ROCA,EN ROCA
C/,27420,810,SALA,EN SALA
C/,27450,811,SAN�,EN SANZ
C/,27570,797,�NGUERA,ENGUERA
C/,27660,2501,ENRIC GASPAR,ENRIQUE GASPAR
PL,27690,2500,ENRIC GRANADOS,ENRIQUE GRANADOS
C/,27790,2626,�OL,EOLO
C/,27930,818,ERMITA DE SANT JAUME,ERMITA DE SAN JAIME
C/,28050,2338,ERUDIT ALMARCHE,ERUDITO ALMARCHE
C/,28140,822,ESCALANTE,ESCALANTE
C/,2820,78,ALMIRALL,ALMIRANTE
C/,28260,2276,ESCRIPTOR ABU SALT,ESCRITOR ABU SALT
PL,28350,827,ESCOLES PIES,ESCUELAS PIAS
C/,28440,2339,ESCULTOR FREDERIC SIRUANA,ESCULTOR FEDERICO SIURANA
C/,28500,830,ESCULTOR JOSEP CAPUZ,ESCULTOR JOSE CAPUZ
PL,28530,2429,ESCULTOR PASTOR,ESCULTOR PASTOR
C/,28590,832,ESCULTOR PONZANELLI,ESCULTOR PONZANELLI
C/,28620,2503,ESCULTOR SALZILLO,ESCULTOR SALZILLO
C/,28650,833,ESPASA,ESPADA
C/,28710,835,ESPARTERO,ESPARTERO
PL,28740,836,ESPART,ESPARTO
C/,28800,838,ESPINOSA,ESPINOSA
C/,28860,2505,ESPRONCEDA,ESPRONCEDA
AV,28920,840,ESTACI�,ESTACION
C/,29070,846,ESTIVELLA,ESTIVELLA
C/,2910,2901,REINA,REINA
C/,29160,848,ESTUBENY,ESTUBENY
C/,29190,849,EUG�NIA VI�ES,EUGENIA VI�ES
C/,29250,851,EIXARCHS,EXARCHS
C/,29370,3209,PERIODISTA AZZATI,PERIODISTA AZZATI
C/,2940,82,ALMISER�,ALMISERAT
C/,29400,855,FALCONS,FALCONS
C/,29460,2584,FALUTX,FALUCHO
C/,29670,863,FELIP DE GAUNA,FELIPE DE GAUNA
PL,2970,83,ALMOINA,ALMOYNA
C/,29760,865,FELIP RINALDI,FELIPE RINALDI
C/,29880,869,F�LIX PIZCUETA,FELIX PIZCUETA
C/,30,2,ABADIA DE SANT MART�,ABADIA SAN MARTIN
PL,30030,2307,FERRAN FERRANDO,FERNANDO FERRANDO
C/,30240,2306,FIL�LEG SANELO,FILOLOGO SANELO
C/,30360,883,FLASSADERS,FLASADERS
C/,30390,2428,FLOR DE MAYO,FLOR DE MAYO
C/,30420,884,FLORA,FLORA
C/,30480,886,FLORESTA,FLORESTA
C/,30510,887,FLORISTA,FLORISTA
C/,3060,86,ALMOD�,ALMUDIN
C/,30780,897,FORTUNA,FORTUNA
C/,30840,899,FOIOS,FOYOS
C/,3090,87,ALMUSSAFES,ALMUSAFES
AV,30960,902,FRAN�A,FRANCIA
C/,30990,903,FRANCESC BALDOMAR,FRANCISCO BALDOMA
C/,3120,88,ALPONT,ALPUENTE
C/,31200,2343,FRANCESC DE LLANO,FRANCISCO DE LLANO
C/,31260,2344,FRANCESC MIRALLES,FRANCISCO MIRALLES
C/,31380,912,FRANCESC T�RREGA,FRANCISCO TARREGA
C/,31530,2508,FRA JUN�PER SERRA,FRAY JUNIPERO SERRA
C/,31590,918,FRA MATEU,FRAY MATEU
C/,31830,926,FONT PODRIDA,FUENTE PODRIDA
C/,32010,931,FUERTEVENTURA,FUERTEVENTURA
C/,32070,933,GAVARDA,GABARDA
C/,32100,2557,GAVARRA,GABARRA
C/,32220,2930,GAIBIEL,GAIBIEL
C/,32250,2511,GALERA,GALERA
C/,32280,937,GAL�CIA,GALICIA
C/,32430,942,GANDIA,GANDIA
C/,32460,943,GARB�,GARBI
C/,32520,945,GARCIA,GARCIA
C/,32550,946,GARCILASO,GARCILASO
C/,32610,950,GARZANDO,GARZANDO
CAMI,3270,3395,ALQUERIA ALTA,ALQUERIA ALTA
C/,32760,951,GASCONS,GASCONS
AV,32790,953,GASPAR AGUILAR,GASPAR AGUILAR
C/,32910,2379,GAYANO LLUCH,GAYANO LLUCH
C/,330,11,AC�CIES,ACACIAS
C/,33090,959,GENERAL EL�O,GENERAL ELIO
C/,33120,960,GENERAL GIL DOLZ,GENERAL GIL DOLZ
C/,33360,970,GENERAL PRIM,GENERAL PRIM
C/,33390,972,GENERAL SAN MART�N,GENERAL SAN MARTIN
C/,33540,3274,CONSELLER FRANCESC BOSCH,CONSELLER FRANCISCO BOSCH
PL,33660,976,GESTALGAR,GESTALGAR
C/,33750,980,GIL POLO,GIL POLO
C/,33780,981,GIL ROGER,GIL ROGER
C/,3390,2891,ALQUERIA DE BENIMASSOT,ALQUERIA DE BENIMASOT
AV,33900,985,GIORGETA,GIORGETA
C/,33960,987,GOVERNADOR VELL,GOBERNADOR VIEJO
C/,34170,2407,GOLETA,GOLETA
C/,34200,991,GOMERA,GOMERA
C/,34290,993,GORGOS,GORGOS
C/,34410,996,GRAVADOR ENGU�DANOS,GRABADOR ENGUIDANOS
C/,34470,2347,GRAVADOR FABREGAT,GRABADOR FABREGAT
C/,34500,998,GRAVADOR JORD�N,GRABADOR JORDAN
C/,34530,999,GRAVADOR MONFORT,GRABADOR MONFORT
C/,34620,1003,GRAN CAN�RIA,GRAN CANARIA
C/,34680,1002,GRANADA,GRANADA
C/,34800,1008,GREGORI MAYANS,GREGORIO MAYANS
C/,34830,1009,GRESES,GRESES
C/,34860,1010,GUADALAVIAR,GUADALAVIAR
C/,34930,2660,GUADIANA,GUADIANA
C/,35010,2414,GUARDACOSTES,GUARDACOSTAS
C/,35040,1013,GUARDAMAR DEL SEGURA,GUARDAMAR
C/,35100,1015,GUILLEM DE CASTRO,GUILLEM DE CASTRO
C/,35130,1016,GUILLEM ESCRIV�,GUILLEN ESCRIVA
C/,35190,1018,GUILLEM SOROLLA,GUILLEN SOROLLA
C/,35250,1019,GUTENBERG,GUTENBERG
C/,35280,1020,HAVANA,HABANA
C/,35370,3176,BARCELONINA,BARCELONINA
PL,35400,2670,GERMANS B�CQUER,HERMANOS BECQUER
C/,35550,1025,HERN�N CORT�S,HERNAN CORTES
C/,35610,1026,HEROI ROMEU,HEROE ROMEU
C/,35640,2587,MARE DE D�U DE LA CABE�A,VIRGEN DE LA CABEZA
C/,35700,1028,HERBA,HIERBA
C/,35820,1032,HIP�LIT ROVIRA,HIPOLITO ROVIRA
C/,35850,1033,HISTORIADOR BET�,HISTORIADOR BETI
C/,35880,1034,HISTORIADOR BEUTER,HISTORIADOR BEUTER
C/,36090,1039,FORNERS,HORNEROS
C/,36240,1044,FORN DE L'HOSPITAL,HORNO DEL HOSPITAL
PL,36360,2275,HORTICULTOR CORSET,HORTICULTOR CORSET
C/,36420,1046,HOSPITAL,HOSPITAL
C/,36570,1051,OSCA,HUESCA
C/,36600,2319,HUMANISTA FURI�,HUMANISTA FURIO
PL,36750,2931,ESGL�SIA,IGLESIA
PL,36780,1055,ESGL�SIA DELS �NGELS,IGLESIA DE LOS ANGELES
PL,36810,1056,ESGL�SIA DE LA FONTETA,IGLESIA DE LA FONTETA
C/,36870,1059,ESGL�SIA DEL ROSER,IGLESIA DEL ROSARIO
C/,36960,1061,IMATGER BUSSI,IMAGINERO BUSSI
C/,37170,2476,ENGINYER LA CIERVA,INGENIERO LA CIERVA
C/,37230,1066,ENGINYER RAFAEL JANINI,INGENIERO RAFAEL JANINI
C/,37290,2519,ISAAC PERAL,ISAAC PERAL
C/,37320,1067,ISABEL LA CAT�LICA,ISABEL LA CATOLICA
C/,37350,1069,ISABEL DE VILLENA,ISABEL DE VILLENA
C/,37410,2614,ILLA FORMENTERA,ISLA FORMENTERA
C/,37440,1071,ILLA DE HIERRO,ISLA DE HIERRO
C/,37500,1072,IT�LICA,ITALICA
C/,37560,2588,XABEC,JABEQUE
C/,37590,1074,SABONERIA,JABONERIA
C/,37800,1081,JAUME GASSULL,JAIME GASULL
C/,37830,1082,JAUME MARCH,JAIME MARCH
C/,38010,1087,XERACO,JARACO
C/,38070,1089,JARDINS,JARDINES
C/,38100,1091,X�TIVA,XATIVA
C/,38160,2706,XERESA,JERESA
C/,38220,1093,JERONI MUNY�S,JERONIMO MU�OZ
C/,38310,1096,JES�S I MARIA,JESUS Y MARIA
C/,38320,2662,JES�S NATZAR�,JESUS NAZARENO
C/,38550,1102,JOFRENS,JOFRENS
C/,38580,1103,JORGE JUAN,JORGE JUAN
AV,38670,3175,REGNE DE VAL�NCIA,REGNE DE VALENCIA
C/,38700,3399,HORTA,null
C/,38820,1111,JOSEP BENLLIURE,JOSE BENLLIURE
C/,38910,1114,JOSEP FAUS,JOSE FAUS
C/,390,12,S�QUIA DE LA CADENA,ACEQUIA DE LA CADENA
C/,39210,1122,JOSEP ZARAGOZA,JOSE ZARAGOZA
C/,39240,1123,JOVELLANOS,JOVELLANOS
PL,39360,1127,JOAN ANTONI BENLLIURE,JUAN ANTONIO BENLLIURE
C/,39540,1133,JOAN BAPTISTA PERALES,JUAN BAUTISTA PERALES
C/,39600,1135,JOAN BAPTISTA VIVES,JUAN BAUTISTA VIVES
C/,39720,2521,JUAN DE L'ENCINA,JUAN DE LA ENCINA
C/,39750,1139,JUAN ESTELL�S,JUAN ESTELLES
C/,39810,1141,JUAN DE GARAY,JUAN DE GARAY
C/,39900,1144,JOAN DE JOANES,JUAN DE JOANES
C/,39990,1148,JOAN MARTORELL,JUAN MARTORELL
C/,40080,2749,JOAN DE PERPINY�,JUAN PERPI�A
C/,40140,1152,JOAN PLA�A,JUAN PLAZA
C/,40170,2623,JUAN RAMON JIM�NEZ,JUAN RAMON JIMENEZ
AV,40200,2381,JOAN XXIII,JUAN XXIII
C/,4050,2953,ALQUERIA DELS MOROS,ALQUERIA DELS MOROS
C/,40500,1160,JURISTES,JURISTAS
C/,40560,1162,JUST VILAR,JUSTO VILAR
C/,40680,2440,LLENYA,LE�A
C/,40710,1165,MARINA,MARINA
PL,40740,1169,PATRONA,PATRONA
C/,40830,1172,PREVISORA,PREVISORA
C/,40980,1178,TRINITAT,TRINIDAD
C/,41040,1176,DUNES,DUNAS
C/,41070,1168,PALMAS,PALMAS
C/,41100,2368,ALGUER,ALGUER
C/,41160,1167,LANZAROTE,LANZAROTE
C/,41220,2382,LEANDRO DE SARALEGUI,LEANDRO DE SARALEGUI
PL,41260,2629,LEGI� ESPANYOLA,LEGION ESPA�OLA
C/,41280,1182,LLE�,LEON
C/,41370,1184,LEONOR JOVANI,LEONOR JOVANI
C/,41430,1187,LLEIDA,LERIDA
C/,41550,1190,LLIBERTAT,LIBERTAD
C/,41610,1191,LLIBRERS,LIBREROS
C/,41730,1195,LI��N,LI�AN
C/,41760,1196,LL�RIA,LIRIA
C/,41940,1202,LLOTJA,LONJA
PL,42030,1203,LOPE DE VEGA,LOPE DE VEGA
C/,42060,1204,LO RAT PENAT,LO RAT PENAT
C/,42090,1205,LLORCA,LORCA
C/,42120,2520,LLOREN� PALMIRENO,LORENZO PALMIRENO
C/,42210,1208,LORIGUILLA,LORIGUILLA
C/,42240,1210,BORGES,BORJA
C/,42330,2293,MESTRES,MAESTRES
C/,42360,1212,NOCTURNS,NOCTURNOS
C/,42510,1216,VENTS,VIENTOS
C/,42600,1219,LUCIO DEL VALLE,LUCIO DEL VALLE
C/,42660,1221,LLUTXENT,LUCHENTE
C/,42750,1223,LOUIS BRAILLE,LUIS BRAILLE
PL,42810,1225,LUIS CANO,LUIS CANO
C/,42870,1226,LLU�S DESPUIG,LUIS DESPUIG
C/,42900,2523,LLU�S FENOLLET,LUIS FENOLLET
